title,url,matching_questions,similarity
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Pete Hegseth be Trump's Defense Secretary?,0.6846078634262085
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will RFK Jr. be Trump's HHS Secretary?,0.6514580249786377
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,RFK Jr. confirmed as Health & Human Services Secretary?,0.627057671546936
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Eric Hargan be Trump's HHS Secretary?,0.6083769798278809
Questions have arisen about Trump's Cabinet picks. Here's how Republicans and voters feel about them,https://www.youtube.com/watch?v=CaBSXExh9GU,Will Brian Blase be Trump's HHS Secretary?,0.6024751663208008
Will the Senate confirm all of Trump's picks? Wallace and his panel discuss,https://www.youtube.com/watch?v=yujM1t81bCw,Will Matt Gaetz be Trump's Attorney General?,0.7512606382369995
Will the Senate confirm all of Trump's picks? Wallace and his panel discuss,https://www.youtube.com/watch?v=yujM1t81bCw,Matt Gaetz confirmed as Attorney General?,0.7252734899520874
Will the Senate confirm all of Trump's picks? Wallace and his panel discuss,https://www.youtube.com/watch?v=yujM1t81bCw,Will Trump use a recess appointment for Matt Gaetz?,0.6746535301208496
"Doctor warns about RFK Jr., citing measles deaths in Samoa",https://www.youtube.com/watch?v=Ut4Br9oTJgo,Will Trump nominate RFK for FDA Commissioner?,0.6166521906852722
Conway reacts to Trump's pick for deputy attorney general: I can't get upset about it,https://www.youtube.com/watch?v=2tIFyf_n3us,Will Todd Blanche be Trump's Attorney General?,0.7778428792953491
Conway reacts to Trump's pick for deputy attorney general: I can't get upset about it,https://www.youtube.com/watch?v=2tIFyf_n3us,Will Andrew Bailey be Trump's Attorney General?,0.6032178401947021
Maggie Haberman explains the thinking behind Trump's controversial picks,https://www.youtube.com/watch?v=aPysMxF7ZC0,Will RFK be a member of the Trump administration?,0.7214144468307495
Maggie Haberman explains the thinking behind Trump's controversial picks,https://www.youtube.com/watch?v=aPysMxF7ZC0,Trump nominates RFK Jr. to Cabinet?,0.7099506855010986
Maggie Haberman explains the thinking behind Trump's controversial picks,https://www.youtube.com/watch?v=aPysMxF7ZC0,Will Trump nominate RFK Jr. for HHS Secretary?,0.6609743237495422
Maggie Haberman explains the thinking behind Trump's controversial picks,https://www.youtube.com/watch?v=aPysMxF7ZC0,Will Trump nominate RFK for FDA Commissioner?,0.6168502569198608
Ronan Farrow: Elon Musk could potentially cut the budgets of agencies investigating him,https://www.youtube.com/watch?v=KMVSP2iYxQU,Will Elon Musk be a member of the Trump administration?,0.632818341255188
Ronan Farrow: Elon Musk could potentially cut the budgets of agencies investigating him,https://www.youtube.com/watch?v=KMVSP2iYxQU,Trump nominates Elon Musk to Cabinet?,0.6261328458786011
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.7517868876457214
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Will Tulsi Gabbard  be a member of the Trump administration?,0.7455532550811768
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Trump nominates Tulsi Gabbard to Cabinet?,0.6980655193328857
Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,0.6608799695968628
Where do you think I lost my legs?': Senator fires back at Trump's DOD pick,https://www.youtube.com/watch?v=5GEv5MG8ep0,Will Trump nominate  Matt Rosendale for Secretary of Veterans Affairs?,0.6438001990318298
Where do you think I lost my legs?': Senator fires back at Trump's DOD pick,https://www.youtube.com/watch?v=5GEv5MG8ep0,Pete Hegseth confirmed as Secretary of Defense?,0.6415634155273438
Where do you think I lost my legs?': Senator fires back at Trump's DOD pick,https://www.youtube.com/watch?v=5GEv5MG8ep0,Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,0.6078487634658813
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Matt Gaetz confirmed as Attorney General?,0.7422763109207153
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Eric Schmitt for Attorney General?,0.659473717212677
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Matthew G. Whitaker for Attorney General?,0.6263235807418823
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Mike Davis for Attorney General?,0.6233305931091309
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Jeff Clark for Attorney General?,0.6132041215896606
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Todd Blanche for Attorney General?,0.6099383234977722
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Jeffrey Jensen for Attorney General?,0.6058332920074463
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate Will Levi for Attorney General?,0.6029817461967468
See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,Will Trump nominate John Ratcliffe for Attorney General?,0.601675271987915
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Mike Davis for Attorney General?,0.6390066146850586
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Will Levi for Attorney General?,0.613825798034668
Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,Will Trump nominate Mike Lee for Attorney General?,0.6082744598388672
National Security expert reacts to Trump picking Tulsi Gabbard for Director of National Intelligence,https://www.youtube.com/watch?v=nSkKGWMeymw,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.6140594482421875
Honig on why he thinks Matt Gaetz is a crazy pick' for attorney general,https://www.youtube.com/watch?v=OSwY0jqq1bE,Matt Gaetz confirmed as Attorney General?,0.716041624546051
Honig on why he thinks Matt Gaetz is a crazy pick' for attorney general,https://www.youtube.com/watch?v=OSwY0jqq1bE,Will Trump nominate Matthew G. Whitaker for Attorney General?,0.6128526926040649
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate Will Levi for Attorney General?,0.636883020401001
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate Jeff Clark for Attorney General?,0.6087692975997925
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate Eric Schmitt for Attorney General?,0.6051114797592163
Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,Will Trump nominate John Ratcliffe for Attorney General?,0.6024870872497559
Biden to Trump: Welcome back',https://www.youtube.com/watch?v=1Vif2iLsN_o,Will Joe Biden attend presidential inauguration?,0.6703840494155884
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Will Trump nominate Marco Rubio for Secretary of State?,0.6343860626220703
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Will Trump nominate Steven Mnuchin for Treasury Secretary?,0.6171579360961914
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Will Trump nominate Bill Hagerty for Secretary of State?,0.6057454347610474
Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,Trump wins and picks Dimon for Treasury Secretary?,0.6045598387718201
