title,url,upload_date,matching_questions,similarity,text
John Roberts has enabled Trump. Now he hopes to restrain him,https://www.youtube.com/watch?v=gGY_tlF2jpU,2025-03-19 12:44:01+00:00,U.S. Federal judge impeached before April?,0.6886140704154968," With President Trump now calling for impeachment of judges who disagree with him, Chief Justice John Roberts weighs in. The president directed more anger at federal judges this week as a judge in DC ordered the Justice Department to turn over information about weekend deportation flights to El Salvador. The judge put those flights on hold, and now the president says that that judge should be impeached. Now, Chief Justice John Roberts didn't mention the president by name, but in a statement, he said, impeaching judges over legal disagreements is, quote, not an appropriate response. President Trump appears to be unfazed by those words. Well, he didn't mention my name in the statement. I just saw it quickly. He didn't mention my name, but many people have called for his impeachment, the impeachment of this judge. We had a judge, I would call him a rogue judge. You can call him whatever you want. I know nothing about him. That's not for a local judge to be making that determination. But I thought it was terrible. Joining me now to talk about this, John Biscupixian and Chief Supreme Court analyst, John, I love talking to you about this because you've actually written about Chief Justice Roberts' biography. First, how significant is this, given what you know about him even personally? It's significant in the moment for him and for the judiciary most of all. Several lower court judges who right now are the front lines of these battles over the Trump litigation have been feeling a lot of pressure, and they've been getting threats and they've been, they've just been unreports about the judiciary and judges feeling public threats very acute. And so many of them had been reaching out to the Chief's office to other people saying, you know, maybe it's time to say something. And so this was a moment for them in many ways. Did they get some moment? Did they get some moment? I mean, this statement doesn't seem very fiery. The statement isn't fiery, but this isn't the Chief's way. The Chief Justice really does speak in measured tones, and he wanted to say something. And basically what he said was, if you were dissatisfied, go through an appeal here. You do not need to threaten impeachment, and impeachment is rarely used just a handful of times in the history of our country. And only after someone's been found guilty of some criminal behavior. So it was significant in that way. The other thing though is just so you know for context, there's only been one other time that Chief Justice John Roberts's head of the judiciary has essentially rebuked the head of the executive branch. And that was in 2018. And it was at a similarly politically charged moment. Oh, I think we actually have that. He released a statement. This is after 2018 judgment. Let me see. It said, yeah, we don't have Obama judges or Trump judges, Bush judges, Clinton judges. And this error though, I think at the time people thought everything is too partisan now. So that's kind of moving. Nobody was responding to. Interestingly, there's a connection between the two. He was responding to Donald Trump deriding jurors to a ruled against him in an asylum case as quote, an Obama judge. And did you notice the thing on Truth Social yesterday that first set off the chief also Donald Trump was referring to James Brothberg, the judge handling the deportation case as an Obama judge. So you know, it's a little bit of a trigger there. Yeah. Well, I think it's an idea to the backdrop to this, which is the immunity case. We've been talking all day about the boundaries, right? And the checks and balances. And this immunity case, people thought really undermines some of that. Yeah. And the chief wrote it. I mean, it was a 6-3 ruling along ideological lines, very politically charged. That said. That said that Donald Trump, that the president has substantial immunity from criminal prosecution for acts that he would have committed. Yeah. Yeah. Or in this case, it was as he was exiting. It was from the 2020 election. So Donald Trump, as a former president at that point, was trying to be shielded from the charges brought by then special counsel, Jack Smith. So that ruling back on July 1st essentially gave Donald Trump, then candidate Trump, a pass for any kind of prosecution. And the backlash to the chief, especially, has been very strong. And I think that the chief really has felt stung by that. And since then, as the court has heard a lot, the preliminary stages of some of the Trump litigation, it has moved very cautiously and not given Donald Trump what he's wanted. Donald Trump's lawyers have gone there trying to have, with a sense of urgency, trying to get court endorsement for some of its early executive orders. And the court has backed away and slowed things down. So you have a different message coming now than you had back in July. And that is truly, I think, for the chief, the chief who is very concerned about the court's place in the public eye for his own reputation and image that, again, I think the backlash from the immunity rule really stung. And this I felt, he's only the 17th Chief Justice of the United States. Donald Trump is the fourth, the seventh president. So chiefs stay for life. He stays for life. And so these big questions are settled by personalities in the end. Joan Biscupix, CNN's Chief Supreme Court analyst, thanks so much. This is unusual. A rare review from the Supreme Court chief justice to the president of the United States. But this morning, President Trump is doubling down on his attack on the federal judge that led to this criticism. It all centers around the legal battle over the Trump administration's flights to porting hundreds of accused gang members. Trump called the judge who ruled against those flights crooked and said he should be impeached. That prompted an extraordinary statement from chief justice, John Roberts, writing, for more than two centuries, it has been established that impeachment is not an appropriate response to disagreement concerning a judicial decision. The normal appellate review process exists for that purpose. But the president, last night, denying he defied the judge's orders to turn those deportation planes around even as questions remain about the timing of those flights. But going forward, I had judges that were so- Would you defy a corridor? Is that we all know that? No, that was out there. I never did defy a corridor. And you wouldn't in the future. No, you can't do that. However, we have bad judges. We have very bad judges. And these are judges that shouldn't be allowed. I think at a certain point, you have to start looking at what do you do when you have a rogue judge. Do you want to hear me now? Zullen, Kenner, Youngs are CNN political analyst and White House correspondent for The New York Times. Thank you so much for coming on. Zullen, how rare is it for any justice? Any justice? Excluding even the chief justice role to scold someone, not by name, but clearly he is pointing this at the president. It's very rare. This is a very rare rebuke from the chief justice. And in this case, you didn't have him coming out and taking a side in this ongoing corp out between the executive branch and the judiciary. But more so, explaining that if an administration does disagree with a judicial decision, then there's a process for that. You have the appeals process. And just the fact that we saw this kind of comment, essentially saying to knock it off here with these calls for impeachment, which really has been an all-out full court press here, not just from the White House but other Republican allies as well. What this really is a signal of is just that this case has become a flashpoint for seemingly a larger tension here between a White House consolidating power and the executive branch moving forward with aggressive executive actions. And the judiciary and federal judges that are increasingly seeking to curb their power. Legal experts are looking at this case and increasingly worried that the administration is coming close, if not yet there already, but coming close to openly defying a court. And again, just to step back, we're talking about a case here where this federal judge in DC actually has an issue, a permanent injunction when it comes to these deportation flights. It's essentially a temporary injunction at this stage of fact-finding mission to assess whether the administration violated a court order. And even there, you're seeing the Trump administration stone wall, that fact-searching mission, as well as launch this sort of broad-based verbal assault on this judge."
Chief Justice John Roberts rebukes Trump rhetoric on federal judge,https://www.youtube.com/watch?v=LkKdasyGSEI,2025-03-18 16:54:38+00:00,U.S. Federal judge impeached before April?,0.6573814153671265," Big news out of the Supreme Court, the Chief Justice of the United States of America just issued a rare statement on President Trump's call to impeach the judge in his Alien Enemies Act case. I want to go straight to Paula Reed. Paula, wow, this is a very big deal. This is a huge deal. Here you have Chief Justice John Roberts appearing to push back on statements President Trump made earlier today suggesting that a judge James Boasberg, who of course temporarily blocked deportations by the Trump administration or at least tried to, should be impeached. And here the Chief Justice writes for more than two centuries it has been established that impeachment is not an appropriate response to disagreement concerning a judicial decision. The normal appellate review process exists for that purpose. Now this is of course a very short statement, but it says so much data because earlier today in a truth social post President Trump sort of went on attention about how angry he was at this judge and saying this judge like many of the crooked judges I am forced to appear before should be impeached. And this comes just several days after Boasberg tried to temporarily block some deportations by the Trump administration and the Trump administration did not abide by his order to turn around two planes that had already taken off. And it a pretty heated hearing yesterday, the Justice Department insisted that they did not need to abide by the judge's oral order from the bench, something the judge took issue with. And then even when the judge had issued a written order, they still did not comply. And in court yesterday they were arguing that the reason they did not need to comply with that written order is because they said that President Trump has a broad executive authority when it comes to foreign affairs. And the reason that this whole case is significant, Dana, is because this is not just another test of Trump's expansive use of executive power. It is also a test of the extent to which he and his lawyers believe he can be checked by the court. So here are Judge Boasberg getting some support from really the most senior justice in the land. Yeah, your eyes are going wide, David Chalian. It's astonishing. And I don't want to diminish the importance of the specific case that Paul is saying. It is obviously, but it's so much bigger than that too. This is, I just want to step back here because there are so many people I think that said in the last couple days, well, are we in a constitutional crisis or not? And if they're really defying an order or a let's parse whether it was a written order or a verbal order, it's too early. It's too soon to get worked up about this or concerned about this. And John Roberts, who does not choose to jump into the political fray at all if he doesn't have to, says, no, no, no. It's not too soon. I am the guy that sits atop one of the three co-equal branches as designed by the Constitution. And it's not too soon for me to say, back off, Mr. President, you should not be talking about impeaching a district judge, a district level judge, because you don't like the ruling. That's not the way the last two centuries have worked. And so I think, you know, he doesn't get involved very often. The fact that he's chosen to step in here, you see, he's responding to what Trump put in that true social this morning. Right, which I'll get to in a second. But also just the aggressiveness to push back on Trump this way, choosing to speak and speaking the way he did in this statement, we should all take note of this moment. Okay, I'm not sure if we have it yet, because we just got it to put up on the screen, but I'm just going to read it one more time. And it being John Roberts' statement, which we just got a few moments ago. For more than two centuries, it's, it has been established that the impeachment is not an appropriate response to disagreement concerning a judicial decision. The normal appellate review process exists for that purpose. Okay, now let me catch up our viewers and you saw it a little bit on the screen, but I just want to point specifically to what this is in response to Donald Trump's post. Here's what Donald Trump said. This radical left lunatic of a judge, a troublemaker and agitator who was sadly appointed by Barack Hussein Obama was not elected president. He went on to say, I'm just doing what the voters wanted me to do. This judge, like many of the crooked judges I am forced to appear before, should be impeached. Now, before we continue our conversation, I just want to add another layer to this, which is remember what Donald Trump said just on Friday, which was, I don't know, four days ago, when he was at the Justice Department about a different judge. We had an amazing judge in Florida and her name is Eileen Cannon and I didn't know her. I still don't know her. I don't believe I ever spoke to her even during the trial. I did appoint her, federal judge, and these fake lawyers, these horrible human beings, were hitting her so hard, public relations wise, they were playing the ref. I don't think it's legal. I don't think it's legal. The judges that side with him, he's cool with. The judges that don't, he's calling for an impeachment. That's what John Roberts was trying to get at. Hypocrisy, I think is what you're going for on some level here. Look, I think what's fascinating about this moment is one, to David's point, I think everybody's been kind of waiting for, to the extent there are still guardrails that exist in this moment in time because they certainly don't in the legislative branch with Republicans in control of both chambers. When were they going to run up against it in the legal system? And what I've been struck by over the course of the last probably six or seven weeks, there have been dozens upon dozens upon dozens of lawsuits filed related to what Elon Musk and the Department of Government and the inefficiency are doing. And pretty much, and I've read way more paper than I want to about those lawsuits. And the Justice Department, the Civil Division, the Justice Department and the Acting Assistant Attorney General have complied with what the courts have asked for over and over and over again, even if they disagree with the assessment. This was the first time on a very specific issue that the president likes politically. It steeped the core of his campaign and his presidency. They decided this was the moment to have the fight, apparently, based on what we've seen over the course the last several days. The kind of hole in the strategy that has always been hanging out there is, great, politically, we know they want this fight. They are happy to have this fight. They win this fight based on every poll that you're looking at over the course of the last eight to ten months. Legally, the question becomes, there are the appellate process and as you start to move up the ranks, how do judges feel about this? They have a more friendly court, particularly on the court the general Robert sits on, than any president has had in a very long time. They knew that they were going to have to appeal and eventually get it up this report. They did it with several other immigration actions. Why would you do this now on the district court level when you know you haven't appeal to a certain extent? Do this meaning call for an imp? Have this fight go as aggressive as they have, not just with all the top officials signing off on what they've done, which is a really silly point for Paul to point out, but the fact that they've tried to remove the judge when they go over to the circuit court, they are just going nuclear at the lowest level of a multi-step process that they know was going to play out over multiple steps. Why are they doing it now? Frank Wei in on this Robert statement. Why I think why are they doing this now? Well, the early stages of the administration have been an enormous power grab and they're testing institutions to see what they can get away with. In the Congress, they've seen all the ways in which Senate Republicans have been willing to seed all of this institutional prerogative to the administration. When it comes to the courts, the courts have slowed them down somewhat. In the bigger scheme of things, all of these judicial orders haven't actually slowed them down meaningfully because they've been able to destroy the democracy regardless of all of these orders that have intervened. But there is within MAGA, within, you know, we've been hearing this from Steve Banan, we've been hearing it from Elon Musk for weeks that they have, they're going for as much as they can now because the conditions for them to achieve their goals are essentially optimal. And the basis is aching for it. So they're going to keep pushing and pushing until they get reprimanded. And even if they are reprimanded, it's not entirely clear what effect that would have on their process. So they ignore these orders, even when they come down from the Supreme Court of the United States. And on that note, you mentioned what we're hearing from MAGA. Let's listen to what MAGA world has been saying about this starting with the A4 mentioned Steve Banan. We're supposed to have the power of the U.S. government and you see that these judges are kind of act like their own DOJ. As per usual, a fall-up judge tried to intervene, but it was too little too late. The illegals were already out of the country on flights to El Salvador. If a district judge has the power to do a nationwide injunction and you have these judges who have been appointed by Obama, appointed by Biden, they've been radicalized to hate Trump for a decade, they're going to come up with a justification for a nationwide injunction on anything. Kayla? Yeah, what strikes me the most about this statement from Chief Justice John Roberts is the fact that MAGA world and administration has really tried to discredit any cases, any decisions that come out of courts lower than the Supreme Court. So even federal district courts, they're discrediting it. And this is straight from the Supreme Court, a court that they respect, signaling that they are taking these threats very seriously. They're also taking this threat from Trump on true social about impeaching the judge very seriously. So I'm very interested to see how allies of the president respond to this. And the truth is, they really see the president having these really broad executive powers. And I think nobody more than Stephen Miller, who's really an architect of the president's domestic policy, believes this. And these are really laws that they have been looking at and planning on for years before Trump. Yeah, the other thing that this statement reminds me of is that moment after the joint address when the president was exiting and he shook hands with Chief Justice Roberts and said, thank you, thank you. We'll never forget. We're not quite sure who to do this. Thank you. We would have such a chummy moment from Donald Trump after this review."
Stop this nonsense': Toronto's mayor on Trump's trade war,https://www.youtube.com/watch?v=ImTQPSwFTU0,2025-03-17 15:56:45+00:00,Will Canada remove retaliatory tariffs on USA in March?,0.6686733365058899," Futures have been down this morning. You can see right there. This as President Trump keeps on talking about tariffs being imposed on April 2nd. It's a liberation day for our country. Because we're going to be getting back a lot of the wealth that we saw foolishly. Came up to other countries. It's going to be a simple, another word, whatever they're charging, which are very simple. If they're charging us, we're charging them. Then in addition to that, our borders would steal. We're going to have some additional things. Well, this now is the mayor of Toronto, Mayor Olivia Chalmer. Thank you so much for being with us. President Trump has been talking about all kinds of tariffs. There were reciprocal tariffs. There were the tariffs on steel that are already in place. Then there were the steep tariffs on Canada that he put a pause on for a time, at least until April 2nd, we think. How satisfied are you with that pause? Well, it's a liberation from affordable living because a tariff on steel and aluminum means your housing cost is going to be higher. It's going to cost more to build housing in America. And then you tariff make gas more expensive. And guess what? A tariff on produce, grains, makes food more expensive. So higher costs for housing, gas, groceries. I don't think that's what the American wants. They don't want us senseless, hurtful trade war to your closest allies. We are friends. We have a economic partnership that is the end of the world. We bought like $500 billion worth of US good every year. This is more than China, Japan, France, UK, combined. So why do you want to hurt your biggest customers that are giving you all this money every year and buying American goods? So right now Toronto, the city, we've just like really upset. We have a we're the fourth. Yeah, we are the fourth largest city in North America. And we have $79 billion budget at City Hall here. It's about the size of Florida. And we're saying we will not allow any American companies to bid on our contracts anymore. That's worth about a billion dollars over 10 years. So we're hurting each other. So I think just stop this nonsense. So you're going forward with that by Canadian initiative, even though President Trump could pause on the tariffs on Canada. Well, he didn't because he's gone ahead with the tariff on energy, tariff on steel and aluminum and lumber. He has gone ahead with a whole host of things. And when asked whether he's going to back down, we said, no, we're going to go ahead on April 2nd. So who knows what he's doing? Well, my brother is an American since the 70s. He lives in Seattle. He was a New York before. And this trade war makes no sense. We are value friends. We are allies. Don't don't hurt us. There's no reason to. So on Bloomberg over the weekend, Canadian businessman David Rosenberg said that, quote, Canadians are braced for very tough times ahead. How much pain, given everything that's happened and all the recriminations, largely flowing one way from the United States to Canada, how much pain do you think now the Canadians are willing to endure? My parents and all our ancestors chose Canada as our country. We will defend ourselves. We have been polite. We say sorry a lot. We say thank you a lot of times. We say, a, but we have universal health care. We have good education. We have the most educated workforce in the world. And Toronto is the most diverse city in the world. We are unique this way. We are a global beacon of hope. People love to come to Toronto. And we're not going to give up our way of life. We love to take care of each other. We have each other's back. We prefer to share. We prefer to build each other up, rather than divide. We prefer to be empathetic and not hurt rather. We prefer that from being divisive and hateful. So all of these things make us Canadians. And we're not going to give it up. We are a colder country. We know how we're very resilient. We're very united and we are strong. Mario Lovia-Ciao from Toronto. Thanks so much for being with us this morning. Appreciate your time. Canadian Prime Minister Mark Carney is using his first foreign trips since taking office to strengthen ties with Europe. I've missed growing tensions with the Trump administration over their position, of course, on Ukraine. And importantly, of course, on tariffs and Canada's sovereignty. First up was France to meet with President Emmanuel Macron, where Mr. Carney stressed that Canada's need to work with, quote, reliable allies. With you, Mr. President, I want to ensure that France and the whole of Europe works enthusiastically with Canada, the most European of non-European countries. Determined like you to maintain the most positive possible relations with the United States. Well, there are no plans yet for Canada's leader to visit Washington. And one Canadian international relations expert tells CNN that that may be for the best, because President Trump could use the encounter to belittle his guest. Well, closer to home, Carney's used his first days in charge to eliminate the country's unpopular carbon tax."
Watch Putin's remarks about possible ceasefire deal with Ukraine,https://www.youtube.com/watch?v=V0gSZ6_Vg8g,2025-03-13 17:42:30+00:00,Russia x Ukraine Ceasefire by Friday?,0.6983194351196289," President Trump's special envoy, Steve Whitkopf, has now arrived in Moscow to brief Kremlin officials on the Ukraine ceasefire proposal. Earlier today, though, Russian President Vladimir Putin said he has, quote, reservations about the 30-day ceasefire, adding that there are still many things that need to be discussed before a deal gets done. We agree with the proposals to end hostilities, but we proceed from the fact that this end should be such that it would lead to long-term peace and eliminate the root causes of the crisis. But I think that we need to talk about this with our American colleagues, partners, maybe call President Trump and discuss it with him. But the idea itself to end this conflict by peaceful means is supported by us. CNN Chief International Correspondent, Clarissa Ward, is live in Kiev. Clarissa, taking a look at the reaction from Russia, which is so essential, right? You heard a White House official saying, if Russia does not accept this, then they'll know who the impediment to peace is. How are you reading what we're hearing out of the Kremlin? Well, I think it's a somewhat enigmatic response, but roughly along the lines of what we expected. In the sense that President Putin was very keen to heap praise upon President Trump. He called the idea in principle great. He expressed gratitude. But then he went on to basically delineate a number of issues that Russia would want clarification on. Whether this is a stalling tactic designed to give Russia more time or whether this is an act of sincerely engaging in this process in a meaningful way remains to be seen. One of the issues that he brought up was the issue of Kursk, where Russian forces have essentially now isolated the Ukrainian forces and withdrawal of Ukrainian forces. Looks like it's already underway, but certainly we're talking days, not weeks before Kursk will likely fall back under complete Russian control. He also raised the issue of, will it be possible for Ukraine during this 30 days to remobilize? Will it be possible for them to regroup, reconstitute, rearm? What kind of guarantees could we be given that that wouldn't happen? What kind of guarantees can we be given in terms of how the ceasefire will be monitored or how it will be enforced and who gets to say when hostilities actually stop? So some will interpret this as sort of willful filibustering, if you will. And certainly when we heard from the Ukrainian President Volodymyr Zelensky this morning, this was before Putin spoke, I should add. He said, look, it's pretty much clear from the silence that we're hearing from Russia that they're not interested in meaningfully engaging with peace, that they want this war to continue grinding on. I don't think that we can make that conclusion deductively from what President Putin said during his meeting, during his press conference with the Belarusian President Lukashenko, but it will be very interesting, I would say, Breonna and Boris, to hear later on after all those meetings and conversations with Trump's envoy, Whitkoff, come to an end, whether there is a sort of plan of action for moving forward. Because again, Putin had left that pretty ambiguous. He said, maybe he would talk to President Trump in the coming days. None of that giving any sense of urgency that this is an issue that is going to be addressed and clarified and put into practice in the near future as the U.S. had hoped. David, I wonder what you make of the timing here, the NATO Secretary General meeting with Donald Trump, we're set to hear from them directly in just moments, as we're hearing Vladimir Putin say sort of yes to this deal, but also no. Right. So the timing of Secretary General Ruta showing up, it's a little bit coincidental. I don't think anybody knew when they scheduled that, that this would also be the day that you'd be sending Steve Whitkoff into Moscow and so forth. I think yes, but is exactly the right answer, and Clarissa had this just right, Putin's in a tough spot here. He can't be seen as the one party who's saying, I won't do a ceasefire. And yet, a ceasefire is not in his interest right now while they're taking back Russian territory that the Ukrainians had seized, and while he thinks he's on the march. The second problem he's got is that he's concerned that the ceasefire will be something he can't get out of, and what he really wants is if there is a long-term ceasefire to have a number of different issues that Ukraine can't enter NATO, that along the way Russia will be able to resolve what they call their long historic issues, which is essentially that Ukraine is a part of Russia. So he's a little afraid of being jammed, and I think you're seeing him wiggle his way through. Yeah, and I wonder what you think about what you're hearing of that, especially considering this idea, the Kursk piece of this, where he says it's not clear how the situation would develop in Kursk and elsewhere if a ceasefire was implemented. That development in Kursk of Russia taking back that territory is something that happened since the U.S. suspended. It's now been reinstated, but suspended military aid to the Ukrainians. So in a way, there's almost this cycle. The U.S. takes an action. We see Russia taking back Kursk, and now that seems to be dissuading them in at least one of these elements we're wanting to get on board. Well, they haven't completely taken Kursk back, but they've almost got all the territory back. That's right, we're saying it's the vast majority of it, right? But what I'm watching for is how will Trump react to not the know, but the explanations beyond, where Trump said he accepts the concept of a ceasefire, but was translated from the Russian as with nuances. And then his spokesperson and others have filled in some those nuances that they need to see a new administration in Ukraine. They need to see the world community recognize their annexation of four sections of eastern Ukraine that they don't completely even control right now. That the list goes on and on. So my question will be how is Trump going to respond to that? Will he be convinced by Putin's arguments as he has in the past? And I suspect Putin doesn't want to have those full-throated arguments or until he's face-to-face with Trump so he can explain in a reasonable manner you can expect us to do a ceasefire and still have a standing Ukrainian army that could attack Kursk at any time. It does lend itself to Trump's sort of political history, the rare vision that he's held politically, has entire political life, is that other countries are ripping off the United States. He points to NATO and says that, he points to Canada and says that European allies as well. How does that play politically now that he's actually pursuing that as a policy? Well, what's interesting is that in theory, you would think the United States public appreciates NATO, right? They understand that NATO protects us. However, reality is is that these folks are also hurting at home. They're also seeing their friends being rounded up who have lived in their neighborhoods for many, many years. They're seeing a chaotic country right now. They're seeing the federal government being cut, people losing jobs. Then they look over at NATO and say, why isn't NATO paying their 2% of GDP? Why are we doing that? Look at my family right now that is hurting. So politically, it plays well for Donald Trump. The reality is, way down the road, I mean, talk to Kimmer David, and they will tell you, if we don't have the United States and NATO together, that we are in big trouble. And, Kursk, I wonder, especially as we hear Putin saying, that they have to look at the root causes of the crisis, which of course we've heard before, one of those being the current Ukrainian government, we should say, that is something that he's looking at as the root cause of the crisis. He wants Zelensky to go. How will it be received in Ukraine if what we hear from Trump is a, oh, but look, Russia didn't say no. I think that it is no exaggeration to say that the Ukrainians have been through an emotional roller coaster over the past few weeks with everything that happened between Zelensky and Trump in the Oval Office. I think that there was a huge amount of relief and even triumph, honestly, coming out of those meetings in Jeddah, that it seemed like the relationship was back on track, that it seemed like Ukraine could take control of the narrative again and essentially say, listen, we are not the obstacle to peace here. We are ready for it. The onus is now on Russia, and I think there will be some serious disappointment and even some eye rolling if President Trump takes Putin completely at his word and doesn't apply some rigorous skepticism to what is going on here. And I think also, frankly, if we're being honest, the Ukrainians would like to see a wedge driven between this sort of kinship that we have seen between President Putin and President Trump. They would like to see President Trump get exasperated with President Putin and lose his patience even with President Putin. And it remains to be seen what the response will be. I mean, I just heard some tidbits from earlier where it said that President Trump had interpreted Putin's comments as being promising. So, unlikely that we're necessarily going to see that wedge anytime soon. But the Ukrainians understand, in principle, that the most important thing here, going forward through trials and tribulations is to keep that relationship on track. I spoke to one former minister. He said, we need this relationship to be less about emotion and more about common sense."
Watch Putin's remarks about possible ceasefire deal with Ukraine,https://www.youtube.com/watch?v=V0gSZ6_Vg8g,2025-03-13 17:42:30+00:00,Sea/Air ceasefire in Ukraine before May?,0.6040362119674683," President Trump's special envoy, Steve Whitkopf, has now arrived in Moscow to brief Kremlin officials on the Ukraine ceasefire proposal. Earlier today, though, Russian President Vladimir Putin said he has, quote, reservations about the 30-day ceasefire, adding that there are still many things that need to be discussed before a deal gets done. We agree with the proposals to end hostilities, but we proceed from the fact that this end should be such that it would lead to long-term peace and eliminate the root causes of the crisis. But I think that we need to talk about this with our American colleagues, partners, maybe call President Trump and discuss it with him. But the idea itself to end this conflict by peaceful means is supported by us. CNN Chief International Correspondent, Clarissa Ward, is live in Kiev. Clarissa, taking a look at the reaction from Russia, which is so essential, right? You heard a White House official saying, if Russia does not accept this, then they'll know who the impediment to peace is. How are you reading what we're hearing out of the Kremlin? Well, I think it's a somewhat enigmatic response, but roughly along the lines of what we expected. In the sense that President Putin was very keen to heap praise upon President Trump. He called the idea in principle great. He expressed gratitude. But then he went on to basically delineate a number of issues that Russia would want clarification on. Whether this is a stalling tactic designed to give Russia more time or whether this is an act of sincerely engaging in this process in a meaningful way remains to be seen. One of the issues that he brought up was the issue of Kursk, where Russian forces have essentially now isolated the Ukrainian forces and withdrawal of Ukrainian forces. Looks like it's already underway, but certainly we're talking days, not weeks before Kursk will likely fall back under complete Russian control. He also raised the issue of, will it be possible for Ukraine during this 30 days to remobilize? Will it be possible for them to regroup, reconstitute, rearm? What kind of guarantees could we be given that that wouldn't happen? What kind of guarantees can we be given in terms of how the ceasefire will be monitored or how it will be enforced and who gets to say when hostilities actually stop? So some will interpret this as sort of willful filibustering, if you will. And certainly when we heard from the Ukrainian President Volodymyr Zelensky this morning, this was before Putin spoke, I should add. He said, look, it's pretty much clear from the silence that we're hearing from Russia that they're not interested in meaningfully engaging with peace, that they want this war to continue grinding on. I don't think that we can make that conclusion deductively from what President Putin said during his meeting, during his press conference with the Belarusian President Lukashenko, but it will be very interesting, I would say, Breonna and Boris, to hear later on after all those meetings and conversations with Trump's envoy, Whitkoff, come to an end, whether there is a sort of plan of action for moving forward. Because again, Putin had left that pretty ambiguous. He said, maybe he would talk to President Trump in the coming days. None of that giving any sense of urgency that this is an issue that is going to be addressed and clarified and put into practice in the near future as the U.S. had hoped. David, I wonder what you make of the timing here, the NATO Secretary General meeting with Donald Trump, we're set to hear from them directly in just moments, as we're hearing Vladimir Putin say sort of yes to this deal, but also no. Right. So the timing of Secretary General Ruta showing up, it's a little bit coincidental. I don't think anybody knew when they scheduled that, that this would also be the day that you'd be sending Steve Whitkoff into Moscow and so forth. I think yes, but is exactly the right answer, and Clarissa had this just right, Putin's in a tough spot here. He can't be seen as the one party who's saying, I won't do a ceasefire. And yet, a ceasefire is not in his interest right now while they're taking back Russian territory that the Ukrainians had seized, and while he thinks he's on the march. The second problem he's got is that he's concerned that the ceasefire will be something he can't get out of, and what he really wants is if there is a long-term ceasefire to have a number of different issues that Ukraine can't enter NATO, that along the way Russia will be able to resolve what they call their long historic issues, which is essentially that Ukraine is a part of Russia. So he's a little afraid of being jammed, and I think you're seeing him wiggle his way through. Yeah, and I wonder what you think about what you're hearing of that, especially considering this idea, the Kursk piece of this, where he says it's not clear how the situation would develop in Kursk and elsewhere if a ceasefire was implemented. That development in Kursk of Russia taking back that territory is something that happened since the U.S. suspended. It's now been reinstated, but suspended military aid to the Ukrainians. So in a way, there's almost this cycle. The U.S. takes an action. We see Russia taking back Kursk, and now that seems to be dissuading them in at least one of these elements we're wanting to get on board. Well, they haven't completely taken Kursk back, but they've almost got all the territory back. That's right, we're saying it's the vast majority of it, right? But what I'm watching for is how will Trump react to not the know, but the explanations beyond, where Trump said he accepts the concept of a ceasefire, but was translated from the Russian as with nuances. And then his spokesperson and others have filled in some those nuances that they need to see a new administration in Ukraine. They need to see the world community recognize their annexation of four sections of eastern Ukraine that they don't completely even control right now. That the list goes on and on. So my question will be how is Trump going to respond to that? Will he be convinced by Putin's arguments as he has in the past? And I suspect Putin doesn't want to have those full-throated arguments or until he's face-to-face with Trump so he can explain in a reasonable manner you can expect us to do a ceasefire and still have a standing Ukrainian army that could attack Kursk at any time. It does lend itself to Trump's sort of political history, the rare vision that he's held politically, has entire political life, is that other countries are ripping off the United States. He points to NATO and says that, he points to Canada and says that European allies as well. How does that play politically now that he's actually pursuing that as a policy? Well, what's interesting is that in theory, you would think the United States public appreciates NATO, right? They understand that NATO protects us. However, reality is is that these folks are also hurting at home. They're also seeing their friends being rounded up who have lived in their neighborhoods for many, many years. They're seeing a chaotic country right now. They're seeing the federal government being cut, people losing jobs. Then they look over at NATO and say, why isn't NATO paying their 2% of GDP? Why are we doing that? Look at my family right now that is hurting. So politically, it plays well for Donald Trump. The reality is, way down the road, I mean, talk to Kimmer David, and they will tell you, if we don't have the United States and NATO together, that we are in big trouble. And, Kursk, I wonder, especially as we hear Putin saying, that they have to look at the root causes of the crisis, which of course we've heard before, one of those being the current Ukrainian government, we should say, that is something that he's looking at as the root cause of the crisis. He wants Zelensky to go. How will it be received in Ukraine if what we hear from Trump is a, oh, but look, Russia didn't say no. I think that it is no exaggeration to say that the Ukrainians have been through an emotional roller coaster over the past few weeks with everything that happened between Zelensky and Trump in the Oval Office. I think that there was a huge amount of relief and even triumph, honestly, coming out of those meetings in Jeddah, that it seemed like the relationship was back on track, that it seemed like Ukraine could take control of the narrative again and essentially say, listen, we are not the obstacle to peace here. We are ready for it. The onus is now on Russia, and I think there will be some serious disappointment and even some eye rolling if President Trump takes Putin completely at his word and doesn't apply some rigorous skepticism to what is going on here. And I think also, frankly, if we're being honest, the Ukrainians would like to see a wedge driven between this sort of kinship that we have seen between President Putin and President Trump. They would like to see President Trump get exasperated with President Putin and lose his patience even with President Putin. And it remains to be seen what the response will be. I mean, I just heard some tidbits from earlier where it said that President Trump had interpreted Putin's comments as being promising. So, unlikely that we're necessarily going to see that wedge anytime soon. But the Ukrainians understand, in principle, that the most important thing here, going forward through trials and tribulations is to keep that relationship on track. I spoke to one former minister. He said, we need this relationship to be less about emotion and more about common sense."
